program_id,title,program_description,cleaned_description
46203,Meurtres à Sarlat,"Dans le sud-ouest de la France, la commune de Sarlat fut le théâtre de violentes révoltes paysannes au 17 ème siècle : les Jacqueries de Croquants. Le fils du plus grand producteur de confit de la région est assassiné selon un rituel qui rappelle ces événements du passé. Pour enquêter, la capitaine Claire Dalmas de la section de recherche de Bordeaux, femme autoritaire et indépendante, est obligée de revenir dans sa ville d’enfance qu’elle fuit depuis 15 ans","dans le sud-ouest de la france, la commune de sarlat fut le théâtre de violentes révoltes paysannes au 17 ème siècle : les jacqueries de croquants. le fils du plus grand producteur de confit de la région est assassiné selon un rituel qui rappelle ces événements du passé. pour enquêter, la capitaine claire dalmas de la section de recherche de bordeaux, femme autoritaire et indépendante, est obligée de revenir dans sa ville d’enfance qu’elle fuit depuis 15 ans"
45101,Les enquêtes du département V : Délivrance,"Un message est retrouvé dans une bouteille échouée sur les côtes du Jutland. La bouteille, manifestement très ancienne, a dû traverser les océans pour arriver jusque-là. Mais le message semble, lui, indéchiffrable. C'est alors que le département V, spécialisé dans les affaires non résolues, se voit soumettre le problème. Grâce à leur mode de pensée tout à fait particulier, Morck et Assad trouvent une nouvelle approche et mettent ainsi le doigt sur une affaire absolument terrifiante..","un message est retrouvé dans une bouteille échouée sur les côtes du jutland. la bouteille, manifestement très ancienne, a dû traverser les océans pour arriver jusque-là. mais le message semble, lui, indéchiffrable. c'est alors que le département v, spécialisé dans les affaires non résolues, se voit soumettre le problème. grâce à leur mode de pensée tout à fait particulier, morck et assad trouvent une nouvelle approche et mettent ainsi le doigt sur une affaire absolument terrifiante.."
50763,Killer Joe,"A 22 ans, Chris, un trafiquant de drogue sans envergure, est dans une bien mauvaise passe. Il doit trouver 6000 dollars dans les plus brefs délais s'il veut sauver sa peau. Aussi décide-t-il de faire assassiner sa mère, qui a contracté une assurance vie de 50 000 dollars. Il fait appel à un tueur à gages..","a 22 ans, chris, un trafiquant de drogue sans envergure, est dans une bien mauvaise passe. il doit trouver 6000 dollars dans les plus brefs délais s'il veut sauver sa peau. aussi décide-t-il de faire assassiner sa mère, qui a contracté une assurance vie de 50 000 dollars. il fait appel à un tueur à gages.."
51282,Tom Tom et Nana,"Retrouvez les deux héros de la célèbre bande dessinée publiée depuis plus de vingt ans dans ""J'AIME LIRE"" dans cette série réservée strictement aux enfants ! Tom Tom et Nana sont deux enfants bruyants, malicieux, chahuteurs et ingénieux qui ne...","retrouvez les deux héros de la célèbre bande dessinée publiée depuis plus de vingt ans dans ""j'aime lire"" dans cette série réservée strictement aux enfants ! tom tom et nana sont deux enfants bruyants, malicieux, chahuteurs et ingénieux qui ne..."
46451,Meurtres en pays d'Oléron,"Le corps d'un ostréiculteur du bassin de Marennes Oléron est retrouvé dans un cimetière abandonné depuis plus de 200 ans. Nu, en position foetale, l'homme a été poignardé. Une affaire qui va plonger le capitaine Judith Valeix et son acolyte, le médecin légiste Vincent Lazare, dans le passé de ce pays de marais.","le corps d'un ostréiculteur du bassin de marennes oléron est retrouvé dans un cimetière abandonné depuis plus de 200 ans. nu, en position foetale, l'homme a été poignardé. une affaire qui va plonger le capitaine judith valeix et son acolyte, le médecin légiste vincent lazare, dans le passé de ce pays de marais."
46464,Au-delà des murs,"Lisa s’installe dans une maison dont elle a mystérieusement hérité, plusieurs années après la mort de son propriétaire. Peu à peu, elle y découvre des espaces bien plus grands que ce que la vieille demeure peut contenir..","lisa s’installe dans une maison dont elle a mystérieusement hérité, plusieurs années après la mort de son propriétaire. peu à peu, elle y découvre des espaces bien plus grands que ce que la vieille demeure peut contenir.."
46204,Meurtres dans les Landes,"À Hossegor Juliette Laborde, une jeune notable, est retrouvée assassinée dans les mêmes conditions qu’une bergère accusée à tort 600 ans plus tôt. Le meurtrier a-t-il voulu faire passer un message en se servant de cette légende célèbre dans les Landes ?
La capitaine de la gendarmerie locale Isabelle Hirigoyen va faire équipe avec l’officier de douane judiciaire Walter Beaumont pour mener l’enquête.","à hossegor juliette laborde, une jeune notable, est retrouvée assassinée dans les mêmes conditions qu’une bergère accusée à tort 600 ans plus tôt. le meurtrier a-t-il voulu faire passer un message en se servant de cette légende célèbre dans les landes ?
la capitaine de la gendarmerie locale isabelle hirigoyen va faire équipe avec l’officier de douane judiciaire walter beaumont pour mener l’enquête."
40783,Quartier des banques,Un thriller sur les zones d’ombre d’une banque privée familiale.,un thriller sur les zones d’ombre d’une banque privée familiale.
46843,Meurtres en Martinique,"Le cadavre d'une jeune femme est découvert au sommet du volcan de la Montagne Pelée, en Martinique. Son identification nécessite la venue d'un membre de la police scientifique de Paris, le capitaine Léna Valrose. Bien qu'originaire de Martinique, la jeune femme, qui a grandi à Clermont-Ferrand, n'a jamais posé le pied sur l'île. Elle fait équipe avec Paul Ventura, arrivé de métropole vingt ans plus tôt et définitivement converti aux coutumes locales.","le cadavre d'une jeune femme est découvert au sommet du volcan de la montagne pelée, en martinique. son identification nécessite la venue d'un membre de la police scientifique de paris, le capitaine léna valrose. bien qu'originaire de martinique, la jeune femme, qui a grandi à clermont-ferrand, n'a jamais posé le pied sur l'île. elle fait équipe avec paul ventura, arrivé de métropole vingt ans plus tôt et définitivement converti aux coutumes locales."
46458,Crime dans les Alpilles,"À Maussane, au cœur de la Provence, Caroline Autiero, une jeune femme d'une trentaine d'années, mariée à Laurent, quinquagénaire propriétaire d'un moulin à huile, est assassinée. Elisabeth Richard, vice-procureur, et Paul Jansac, commandant de gendarmerie, sont contraints de coopérer, malgré leurs dissensions, pour élucider ce crime. Au fil de l'enquête, Elisabeth et Paul démêlent d'inextricables affaires de familles, qui se livrent une concurrence impitoyable dans le secteur oléicole.","à maussane, au cœur de la provence, caroline autiero, une jeune femme d'une trentaine d'années, mariée à laurent, quinquagénaire propriétaire d'un moulin à huile, est assassinée. elisabeth richard, vice-procureur, et paul jansac, commandant de gendarmerie, sont contraints de coopérer, malgré leurs dissensions, pour élucider ce crime. au fil de l'enquête, elisabeth et paul démêlent d'inextricables affaires de familles, qui se livrent une concurrence impitoyable dans le secteur oléicole."
12476,La petite histoire de France,"Tout le monde connait Jeanne d'Arc, Louis XIV et Napoléon. Leurs cousins, en revanche, ne sont pas rentrés dans l'histoire... La Petite Histoire de France a décidé de réparer cette erreur. 3 époques : 3 cousins oubliés de la Grande Histoire. Une série produite par Jamel Debbouze.","tout le monde connait jeanne d'arc, louis xiv et napoléon. leurs cousins, en revanche, ne sont pas rentrés dans l'histoire... la petite histoire de france a décidé de réparer cette erreur. 3 époques : 3 cousins oubliés de la grande histoire. une série produite par jamel debbouze."
47890,La disparue du Pyla,"Elise Castel, journaliste à Bordeaux, revient dans son village d'enfance après avoir appris qu'un corps avait été découvert au Pyla. Persuadée qu'il s'agit de sa soeur, Laura, disparue il y a une quinzaine d'années, Elise va voir la police. Celle-ci confirme rapidement l'identité de la victime et se met à enquêter pour comprendre ce qui s'était passé quand elle n'avait que 10 ans. Laura l'avait emmenée en pleine nuit dans la forêt. Cette nuit-là, Laura trouva la mort et élise perdit la mémoire.","elise castel, journaliste à bordeaux, revient dans son village d'enfance après avoir appris qu'un corps avait été découvert au pyla. persuadée qu'il s'agit de sa soeur, laura, disparue il y a une quinzaine d'années, elise va voir la police. celle-ci confirme rapidement l'identité de la victime et se met à enquêter pour comprendre ce qui s'était passé quand elle n'avait que 10 ans. laura l'avait emmenée en pleine nuit dans la forêt. cette nuit-là, laura trouva la mort et élise perdit la mémoire."
45876,La petite maison dans la prairie,"Véritable institution dans le paysage des séries télé, La petite maison dans la prairie raconte l'histoire d'une famille de pionniers américains, les Ingalls, venue s'installer au 19ème siècle dans le Minnesota à Plum Creek près d'un village nommé Walnut Grove. La série retrace la vie de cette famille de fermiers, leurs joies, leurs drames et les épreuves qu'ils devront traverser.","véritable institution dans le paysage des séries télé, la petite maison dans la prairie raconte l'histoire d'une famille de pionniers américains, les ingalls, venue s'installer au 19ème siècle dans le minnesota à plum creek près d'un village nommé walnut grove. la série retrace la vie de cette famille de fermiers, leurs joies, leurs drames et les épreuves qu'ils devront traverser."
46215,Maddy Etcheban,"Maddy Etcheban est flic à Bayonne, mais plus que tout, elle est la mère de Clément, un autiste dont elle a seule la charge depuis la mort de son mari. Le jour où l'institut qui s'occupe de son fils lui annonce qu'ils ne peuvent plus le garder,  Maddy doit trouver une solution au risque de voir Clément finir dans un hôpital psychiatrique. Totalement démunie, elle envisage de laisser tomber sa carrière...","maddy etcheban est flic à bayonne, mais plus que tout, elle est la mère de clément, un autiste dont elle a seule la charge depuis la mort de son mari. le jour où l'institut qui s'occupe de son fils lui annonce qu'ils ne peuvent plus le garder,  maddy doit trouver une solution au risque de voir clément finir dans un hôpital psychiatrique. totalement démunie, elle envisage de laisser tomber sa carrière..."
