,program_id,title,tag_genre,mean_age,count_episodes,mean_episode_duration,count_profile_adult,count_profile_kid,count_profile_home,count_profile_f,count_profile_m,count_profile_like,count_profile_not_like,count_profile_view,program_seconds_duration,total_seconds_viewed,seconds_viewed_liked,seconds_viewed_not_like,program_description,ratio_liked,tag_sous_genre_1,tag_sous_genre_2,description_lower,description_clean,description_ready
462,47494,Meurtres à Belle-île,telefilms,46.0,1.0,5591.0,401,0,6,261,96,334,73,407,5591.0,2219687.0,2097356.0,122331.0,"Le corps sans vie d'Antoine Legoff est retrouvé attaché à un menhir, conformément à la symbolique des amants maudits d'une vieille légende Belle-îloise. L'enquête est confiée au commandant Marine Lamblin, une rurale au fort caractère, et le capitaine Thomas Keller, un citadin charmeur. Ensemble, ils vont découvrir que des rivalités amoureuses, mensonges et malversations immobilières, sont à l'origine de la mort d'Antoine.",82.06,policier,,"le corps sans vie d'antoine legoff est retrouvé attaché à un menhir, conformément à la symbolique des amants maudits d'une vieille légende belle-îloise. l'enquête est confiée au commandant marine lamblin, une rurale au fort caractère, et le capitaine thomas keller, un citadin charmeur. ensemble, ils vont découvrir que des rivalités amoureuses, mensonges et malversations immobilières, sont à l'origine de la mort d'antoine.","['corps', 'antoine', 'legoff', 'retrouver', 'attacher', 'menhir', 'conformément', 'symbolique', 'amant', 'maudire', 'vieux', 'légende', 'enquête', 'confier', 'commandant', 'marine', 'lamblin', 'rurale', 'fort', 'caractère', 'capitaine', 'thomas', 'keller', 'citadin', 'charmeur', 'ensembl', 'découvrir', 'rivalité', 'amoureux', 'mensonge', 'malversation', 'immobilier', 'origine', 'mort', 'antoine']",corps antoine legoff retrouver attacher menhir conformément symbolique amant maudire vieux légende enquête confier commandant marine lamblin rurale fort caractère capitaine thomas keller citadin charmeur ensembl découvrir rivalité amoureux mensonge malversation immobilier origine mort antoine
299,46458,Crime dans les Alpilles,telefilms,51.0,1.0,5420.0,653,0,19,398,192,551,121,672,5420.0,3660004.0,3452105.0,207899.0,"À Maussane, au cœur de la Provence, Caroline Autiero, une jeune femme d'une trentaine d'années, mariée à Laurent, quinquagénaire propriétaire d'un moulin à huile, est assassinée. Elisabeth Richard, vice-procureur, et Paul Jansac, commandant de gendarmerie, sont contraints de coopérer, malgré leurs dissensions, pour élucider ce crime. Au fil de l'enquête, Elisabeth et Paul démêlent d'inextricables affaires de familles, qui se livrent une concurrence impitoyable dans le secteur oléicole.",81.99,comedie,policier,"à maussane, au cœur de la provence, caroline autiero, une jeune femme d'une trentaine d'années, mariée à laurent, quinquagénaire propriétaire d'un moulin à huile, est assassinée. elisabeth richard, vice-procureur, et paul jansac, commandant de gendarmerie, sont contraints de coopérer, malgré leurs dissensions, pour élucider ce crime. au fil de l'enquête, elisabeth et paul démêlent d'inextricables affaires de familles, qui se livrent une concurrence impitoyable dans le secteur oléicole.","['maussane', 'cœur', 'provence', 'caroline', 'autiero', 'jeune', 'femme', 'trentaine', 'année', 'marier', 'laurent', 'quinquagénaire', 'propriétaire', 'moulin', 'huile', 'assassiner', 'elisabeth', 'richard', 'paul', 'jansac', 'commandant', 'gendarmerie', 'contraindre', 'coopérer', 'malgré', 'dissension', 'élucider', 'crime', 'fil', 'enquête', 'elisabeth', 'paul', 'démêlent', 'inextricable', 'affaire', 'famille', 'livrer', 'concurrence', 'impitoyable', 'secteur', 'oléicole']",maussane cœur provence caroline autiero jeune femme trentaine année marier laurent quinquagénaire propriétaire moulin huile assassiner elisabeth richard paul jansac commandant gendarmerie contraindre coopérer malgré dissension élucider crime fil enquête elisabeth paul démêlent inextricable affaire famille livrer concurrence impitoyable secteur oléicole
739,49528,Mort d'Hitler : Les témoins,documentaire,41.0,1.0,2794.0,151,0,4,88,55,127,28,155,2794.0,544367.0,521117.0,23250.0,"Le 30 avril 1945, Hitler, acculé, se donnait la mort dans son bunker. Trois ans plus tard, pour faire taire les rumeurs qui disaient le dictateur toujours vivant, le juge de Nuremberg, Michael Musmanno, recueillit les témoignages de sa garde rapprochée qui a suivi ses dernières heures. Ces interviews, qui servent de trame au documentaire, permettent de retracer la dernière journée d'Hitler.",81.94,histoire,,"le 30 avril 1945, hitler, acculé, se donnait la mort dans son bunker. trois ans plus tard, pour faire taire les rumeurs qui disaient le dictateur toujours vivant, le juge de nuremberg, michael musmanno, recueillit les témoignages de sa garde rapprochée qui a suivi ses dernières heures. ces interviews, qui servent de trame au documentaire, permettent de retracer la dernière journée d'hitler.","['avril', 'hitler', 'acculer', 'donner', 'mort', 'bunker', 'tard', 'taire', 'rumeur', 'dictateur', 'vivant', 'juge', 'nuremberg', 'michael', 'musmanno', 'recueillir', 'témoignage', 'garde', 'rapprochée', 'dernier', 'heure', 'interview', 'servir', 'trame', 'documentaire', 'permettent', 'retracer', 'dernier', 'journée', 'hitler']",avril hitler acculer donner mort bunker tard taire rumeur dictateur vivant juge nuremberg michael musmanno recueillir témoignage garde rapprochée dernier heure interview servir trame documentaire permettent retracer dernier journée hitler
265,46202,Meurtres à Lille,telefilms,48.0,1.0,5673.0,767,1,19,473,222,647,143,790,5673.0,4365590.0,4112057.0,253533.0,"Au musée de la Piscine de Roubaix, l’exposition consacrée au célèbre sculpteur Lillois Victor Maurin, se met en place. Mais à quelques heures de l’ouverture du musée au public, le moule d’Ermengaert exposé au-dessus du bassin saigne... On y découvre le cadavre du sculpteur",81.9,policier,,"au musée de la piscine de roubaix, l’exposition consacrée au célèbre sculpteur lillois victor maurin, se met en place. mais à quelques heures de l’ouverture du musée au public, le moule d’ermengaert exposé au-dessus du bassin saigne... on y découvre le cadavre du sculpteur","['muser', 'piscine', 'roubai', 'exposition', 'consacrer', 'célèbre', 'sculpteur', 'lillois', 'victor', 'maurin', 'mettre', 'place', 'heure', 'ouverture', 'musée', 'public', 'moule', 'ermengaert', 'exposé', 'bassin', 'saign', 'y', 'découvrir', 'cadavre', 'sculpteur']",muser piscine roubai exposition consacrer célèbre sculpteur lillois victor maurin mettre place heure ouverture musée public moule ermengaert exposé bassin saign y découvrir cadavre sculpteur
270,47451,"Merci pour tout, Charles",telefilms,44.0,1.0,4772.0,753,0,19,510,188,632,140,772,4772.0,3712122.0,3467966.0,244156.0,"Une bourgeoise, larguée par son mari après 30 ans de mariage, reprend sa vie en main..",81.87,comedie,,"une bourgeoise, larguée par son mari après 30 ans de mariage, reprend sa vie en main..","['bourgeoise', 'larguer', 'mari', 'mariage', 'reprendre', 'main']",bourgeoise larguer mari mariage reprendre main
52,50933,La doc et le véto,telefilms,46.0,1.0,5442.0,3845,0,36,2608,895,3190,711,3901,5442.0,19780195.0,18478022.0,1302173.0,"A Valerande-les-Chantelles, l’installation d’un médecin en plein désert médical marque le sursaut d’un territoire délaissé. Mais la jeune diplômée, parisienne et ambitieuse, est contrainte de partager le cabinet d’un vieux vétérinaire local et taciturne. Elle découvre la dure réalité d’une France oubliée. Résistera-t-elle? Les deux professionnels de santé, vont pourtant devoir allier leurs compétences pour venir en aide à un jeune éleveur de brebis dont les bêtes meurent d’un mal mystérieux..",81.77,drame,,"a valerande-les-chantelles, l’installation d’un médecin en plein désert médical marque le sursaut d’un territoire délaissé. mais la jeune diplômée, parisienne et ambitieuse, est contrainte de partager le cabinet d’un vieux vétérinaire local et taciturne. elle découvre la dure réalité d’une france oubliée. résistera-t-elle? les deux professionnels de santé, vont pourtant devoir allier leurs compétences pour venir en aide à un jeune éleveur de brebis dont les bêtes meurent d’un mal mystérieux..","['installation', 'médecin', 'plein', 'désert', 'médical', 'marqu', 'sursaut', 'territoire', 'délaisser', 'jeune', 'diplômé', 'parisien', 'ambitieux', 'contraindre', 'partager', 'cabinet', 'vieux', 'vétérinaire', 'local', 'taciturne', 'découvrir', 'dur', 'réalité', 'france', 'oublier', 'résister', 'professionnel', 'santé', 'pourtant', 'devoir', 'allier', 'compétence', 'venir', 'aide', 'jeune', 'éleveur', 'brebis', 'bête', 'mourir', 'mal', 'mystérieux']",installation médecin plein désert médical marqu sursaut territoire délaisser jeune diplômé parisien ambitieux contraindre partager cabinet vieux vétérinaire local taciturne découvrir dur réalité france oublier résister professionnel santé pourtant devoir allier compétence venir aide jeune éleveur brebis bête mourir mal mystérieux
282,46220,Les mystères du Bois Galant,telefilms,53.0,1.0,5486.0,720,0,14,455,194,600,135,735,5486.0,3933721.0,3692199.0,241522.0,"Emma Thélier, capitaine de police, est en congés dans sa Charente natale quand au détour de son jogging en forêt, elle tombe sur un homme assassiné. Emma, connaissant bien la région et ayant fait les premières constatations, se voit confier l'enquête en compagnie du capitaine de gendarmerie Adrien Klévec, récemment muté là et avec qui elle a passé la nuit précédente. Une aventure sans lendemain pour les deux policiers, aussi gênés l'un que l'autre de se retrouver en binôme.",81.63,drame,policier,"emma thélier, capitaine de police, est en congés dans sa charente natale quand au détour de son jogging en forêt, elle tombe sur un homme assassiné. emma, connaissant bien la région et ayant fait les premières constatations, se voit confier l'enquête en compagnie du capitaine de gendarmerie adrien klévec, récemment muté là et avec qui elle a passé la nuit précédente. une aventure sans lendemain pour les deux policiers, aussi gênés l'un que l'autre de se retrouver en binôme.","['emma', 'thélier', 'capitaine', 'police', 'congé', 'charente', 'natal', 'détour', 'jogging', 'forêt', 'tombe', 'homme', 'assassiner', 'emma', 'connaître', 'bien', 'région', 'constatation', 'voir', 'confier', 'enquête', 'compagnie', 'capitaine', 'gendarmerie', 'adrien', 'klévec', 'récemment', 'muter', 'passer', 'nuit', 'précédent', 'aventure', 'lendemain', 'policier', 'gêner', 'retrouver', 'binôme']",emma thélier capitaine police congé charente natal détour jogging forêt tombe homme assassiner emma connaître bien région constatation voir confier enquête compagnie capitaine gendarmerie adrien klévec récemment muter passer nuit précédent aventure lendemain policier gêner retrouver binôme
345,46212,Meurtres en Lorraine,telefilms,48.0,1.0,5452.0,568,1,13,348,159,475,107,582,5452.0,3008729.0,2836640.0,172089.0,"Le corps d'une femme est retrouvé dans la citadelle de Bitche. Le lieutenant Nicolas Muller est chargé de l'enquête. Il est secondé par une jeune stagiaire. L'enquête se révèle assez particulière pour le lieutenant : non seulement, il travaille dans sa région natale mais, en plus, elle le mène vers la cristallerie gérée par sa famille. Sa propre sœur et son propre père sont suspectés alors que d'autres meurtres sont perpétrés.",81.62,policier,,"le corps d'une femme est retrouvé dans la citadelle de bitche. le lieutenant nicolas muller est chargé de l'enquête. il est secondé par une jeune stagiaire. l'enquête se révèle assez particulière pour le lieutenant : non seulement, il travaille dans sa région natale mais, en plus, elle le mène vers la cristallerie gérée par sa famille. sa propre sœur et son propre père sont suspectés alors que d'autres meurtres sont perpétrés.","['corps', 'femme', 'retrouver', 'citadelle', 'bitche', 'lieutenant', 'nicolas', 'muller', 'charger', 'enquête', 'seconder', 'jeune', 'stagiaire', 'enquête', 'révéler', 'particulière', 'lieutenant', 'non', 'travaille', 'région', 'natal', 'mène', 'cristallerie', 'gérer', 'famille', 'propre', 'sœur', 'propre', 'père', 'suspecter', 'meurtre', 'perpétrer']",corps femme retrouver citadelle bitche lieutenant nicolas muller charger enquête seconder jeune stagiaire enquête révéler particulière lieutenant non travaille région natal mène cristallerie gérer famille propre sœur propre père suspecter meurtre perpétrer
164,50503,Escape,telefilms,37.0,2.0,2336.5,1213,0,52,795,312,1031,236,1267,4673.0,5390467.0,5017535.0,372932.0,"A l'occasion de l'anniversaire de son mari, Hélène organise un Escape Game entre amis. Mais l’heure de jeu bon enfant va vite virer au drame..",81.37,drame,thriller-suspense,"a l'occasion de l'anniversaire de son mari, hélène organise un escape game entre amis. mais l’heure de jeu bon enfant va vite virer au drame..","['occasion', 'anniversaire', 'mari', 'hélène', 'organis', 'escap', 'game', 'ami', 'heure', 'jeu', 'bon', 'enfant', 'vite', 'virer', 'drame']",occasion anniversaire mari hélène organis escap game ami heure jeu bon enfant vite virer drame
489,46205,Meurtres à Avignon,telefilms,46.0,1.0,5205.0,365,0,5,221,106,301,69,370,5205.0,1920672.0,1783740.0,136932.0,"Laurence Ravel, commandant à la PJ d'Avignon, est chargée d'élucider la mort d'une femme, dont le squelette vient d'être découvert par des ouvriers dans la chambre forte, secrète, de la grande bibliothèque du Palais des Papes.",81.35,policier,,"laurence ravel, commandant à la pj d'avignon, est chargée d'élucider la mort d'une femme, dont le squelette vient d'être découvert par des ouvriers dans la chambre forte, secrète, de la grande bibliothèque du palais des papes.","['laurence', 'ravel', 'commandant', 'pj', 'avignon', 'charger', 'élucider', 'mort', 'femme', 'squelette', 'venir', 'découvrir', 'ouvrier', 'chambre', 'fort', 'secret', 'grand', 'bibliothèque', 'palais', 'pape']",laurence ravel commandant pj avignon charger élucider mort femme squelette venir découvrir ouvrier chambre fort secret grand bibliothèque palais pape
